,Comp Score,Date,Negative Score,Neutral Score,Positive Score,Source,Text
86,0.4939,Fri Mar 23 13:03:02 +0000 2018,0.0,0.741,0.259,BBC,"Want to get creative this weekend? Here's how to make a hooky rug. 
#MakeCraftBritain 
https://t.co/uqibyP09s7"
87,0.0,Fri Mar 23 11:42:55 +0000 2018,0.0,1.0,0.0,BBC,RT @BBCSport: He was one of English football's first black players and the British Army's first ever black officer to command white troops.…
88,-0.2006,Fri Mar 23 11:42:51 +0000 2018,0.139,0.754,0.107,BBC,RT @BBCRadio2: 👻 “I thought the script was really frightening and original.” Martin Freeman chats to @achrisevans about his creepy new film…
89,0.0,Fri Mar 23 11:42:48 +0000 2018,0.0,1.0,0.0,BBC,RT @BBCTwo: Our entire weekend plans. 😴👇 #BigCatsAboutTheHouse https://t.co/vl0zUcCdmI
90,0.3612,Fri Mar 23 11:42:43 +0000 2018,0.0,0.872,0.128,BBC,"RT @sportrelief: It looks like #TeamGryffindor are storming ahead in the #HogwartsLeague in the #SportRelief app. 

#TeamHufflepuff, #TeamS…"
91,0.2648,Fri Mar 23 11:30:05 +0000 2018,0.0,0.897,0.103,BBC,☕️🍰Some blueberry muffins sold by cafes and supermarkets contain more than the recommended daily intake of sugar fo… https://t.co/9bh6K8aMH2
92,-0.6016,Fri Mar 23 10:33:01 +0000 2018,0.187,0.813,0.0,BBC,"Friday night is CELEBRITY FIGHT NIGHT! 🥊🥊

Who'll be victorious? Tune in to #SportRelief to find out!

https://t.co/9ZhgNGmxOD"
93,0.8555,Fri Mar 23 10:03:03 +0000 2018,0.0,0.657,0.343,BBC,"Scrolling through headlines, the world can feel like a pretty dark place. So here are nine reasons to be happy. 😊 🎉… https://t.co/KrNoB0qaqC"
94,0.765,Fri Mar 23 09:30:03 +0000 2018,0.0,0.583,0.417,BBC,"Would you want secret helpers like these to help you out in nerve-wracking situations? #TheSecretHelpers 
https://t.co/ua2X4vxKR3"
95,0.0,Fri Mar 23 08:33:01 +0000 2018,0.0,1.0,0.0,BBC,"Meet the first polar bear cub to be born in the UK in 25 years. 😍
https://t.co/njq1r6eONE"
96,0.1511,Thu Mar 22 21:39:27 +0000 2018,0.0,0.85,0.15,BBC,"RT @BBCOne: All hail queen Kat! 🙌👑 

#EastEnders @BBCEastenders https://t.co/PLmAc53L6t"
97,0.2732,Thu Mar 22 21:30:01 +0000 2018,0.0,0.884,0.116,BBC,"Istanbul's Blue Mosque looks spectacular. @wmarybeard looks at the art, meaning and significance of calligraphy the… https://t.co/Mv3voUkcvc"
98,0.0,Thu Mar 22 21:20:05 +0000 2018,0.0,1.0,0.0,BBC,🖋 The artist reimagining Islamic calligraphy for the 21st Century: https://t.co/wgbVwZLDEa #Civilisations https://t.co/nxW6Sokjdn
99,-0.6486,Thu Mar 22 20:30:01 +0000 2018,0.202,0.798,0.0,BBC,"In 1918, the very first signs of the Spanish Flu pandemic were kept under wraps. So how did the deadly illness get… https://t.co/zuZryXLihL"
